"","var9","var22","var23","var24","var25","var26","var27","var29","var30","var31","var33","var39","var41","var49","var50","var51","var53","var54","var55","var56","var57","var58","var59","var60","var61","var62","var63","var64","var65","var66","y"
"6746","1","3","3","2","0","10","1","4","2","0","2","4","3","1","0","0","2","2",-0.0720907751107989,0.343229817563993,0.373833171928766,0.355886111649719,0.427031862539534,0.920943490932049,0.15132421453923,0.348425083084,0.378478678357372,0.0924826125274288,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"9819","3","3","3","2","4","6","1","4","2","0","2","1","3","1","0","1","2","2",0.215119556034133,0.342666012511268,0.374438400836741,0.352238456638121,0.425475822750038,0.920451404672709,0.15643804519693,-0.449069806228208,0.736296742560185,-0.35541797976081,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"2757","3","5","3","2","1","1","0","4","1","0","1","4","3","0","0","0","1","1",-0.448610708305302,0.349065199859692,0.35894454079257,0.354003127239137,0.425390561766227,-1.08537866778962,0.115960030024628,-0.374423272432167,-1.98398275758404,-0.116765603106384,-0.397361911433702,-0.397361927099459,0.999981105327606
"5107","1","5","1","1","2",NA,"0","4","1","0","6","4","3","0","0","0","0","0",-0.481176606511316,-2.81034376124603,-2.80832952825954,-2.82650626985213,-2.33925060694862,-1.08537866778962,0.114169958460982,-0.985610015898835,-0.832929466714802,-0.0976187075580907,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"13403","3","1","3","0","4","5","0","4","2","0","2","4","1","0","0","0","2","2",-0.516101765751687,0.368150000894417,0.347172838532448,0.351351354618031,0.423968016775069,-1.08537866778962,0.0951354261521085,-0.139223431200402,-0.143159704396112,-0.454571545992337,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"9145","3","1","3","2","1","7","0","4","1","0","0","4","8","0","0","0","2","2",-0.461912681372075,0.342694202763904,0.374438400836741,0.350762558452556,0.426412552034837,-1.08537866778962,0.126070043507066,1.90821647441203,-3.18245771961275,0.828270455737439,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"12636","1","3","3","2","0","9","1","4","2","0","2","4","3","1","0","0","2","2",-0.613359463906768,0.360707774198453,0.349139832483368,0.355375888657304,0.42499504054655,0.921772447385041,0.171516166765767,-0.757680182586823,0.611275973139914,0.110261872679377,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"9209","3","3","3","0","1","7","0","4","1","0","3","4","3","1","0","0","2","2",-0.586336641140577,0.362230047840809,0.349139832483368,0.351061627888131,0.42982958854209,0.921754199814668,0.1378152273042,0.552640611222116,0.124126078502342,-0.204294268469782,-0.397361911433702,-0.397361927099459,0.999981105327606
"10205","1","5","3","2","2",NA,"0","4","1","0","3","4","3","0","0","0","0","0",-0.338013197387381,-2.81034376124603,-2.80832952825954,-2.82650626985213,-2.33925060694862,-1.08537866778962,0.122314829772133,-0.0176381447970408,-0.212136680627981,0.93699746974338,-0.397361911433702,-0.397361927099459,0.999981105327606
"13667","3","5","0","2","1","1","0","1","1","0","5","1","3","0","0","0","2","2",0.646524648012313,0.359551973840368,0.349139832483368,0.356674938165071,0.428328472791063,-1.08537866778962,0.160606309643323,0.0177224470488883,0.339679129226928,0.788609029244507,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"2888","3","3","3","0","1","8","1","4","1","0","2","4","3","1","0","0","2","2",-0.152609247831106,0.366599536999424,0.347808328885822,0.357974316407268,0.426863959102748,0.920595897245568,0.140739436356446,0.270696662842697,0.744918864589163,0.316090999822596,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"6170","3","3","3","0","4","7","1","4","2","0","2","4","3","1","0","0","2","2",-0.319587905506431,0.349431673143963,0.356644670942263,0.351288888275988,0.425534092118449,0.920483285644243,0.197537302417686,0.20331689287547,0.486255203719643,-0.185831190619393,2.51642205703452,2.51642234331518,4.75045908387983e-06
"2567","3","5","3","0","1","1","0","4","1","0","4","4","3","0","0","0","1","1",-0.480737490041356,-2.81034376124603,-2.80832952825954,0.355312764620222,0.426521596022894,-1.08537866778962,0.115124069553057,-1.23956394717303,0.27932427502408,-0.853921081712204,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"9642","3","5","3","0","1","1","1","4","1","0","5","4","3","0","0","0","2","2",-0.2773913647203,0.363695940977893,0.349139832483368,0.359169384245198,0.426992621589253,0.920755979762601,0.159282902202718,-0.924647057919993,0.611275973139914,-0.622106882039503,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"13961","1","5","3","0","3","7","0","4","1","0","6","4","3","0","0","0","2","2",-0.400395895899326,0.364682599820161,0.348504342129994,0.351400471259234,0.42483581541694,-1.08537866778962,0.116987219006561,1.36888634648564,0.611275973139914,-0.0367589324226156,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"9982","3","0","1","0","4","1","0","2","2","0","2","4","3","1","0","0","2","2",-0.463754506565767,0.36752981533642,0.347172838532448,0.363526567095782,0.427776770844217,0.920424344313083,0.153922126578333,-0.57059345490262,0.706119315458718,-0.326697636438637,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"12499","1","5","4","2","0","6","0","5","2","0","6","4","3","0","1","0","2","2",0.0132658987152317,0.350361951480958,0.354889507109135,0.352140264699866,0.429299013278556,-1.08537866778962,0.173322840598271,-0.56241834559518,0.525054752850088,0.565000641949341,-0.397361911433702,-0.397361927099459,0.999981105327606
"2980","1","3","3","0","3","8","0","4","1","0","5","1","3","1","0","0","2","2",3.03011748655118,0.362511950367171,0.349139832483368,0.353801933299397,0.425467094236991,0.920451328431048,0.259840968438691,1.65819438142389,0.162925627632787,4.74244295994918,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"1614","1","5","1","1","2",NA,"0","4","1","0","5","4","6","0","0","0","0","0",-0.574579055658757,-2.81034376124603,-2.80832952825954,-2.82650626985213,-2.33925060694862,-1.08537866778962,0.21130204459036,-0.424901328315092,0.706119315458718,-1.01461824077765,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"555","1","3","3","2","3","1","0","4","1","0","0","1","3","1","0","0","3","1",0.807544873587183,0.352278888660221,0.352014669796251,0.353668442784948,0.4260654211325,-1.08537866778962,0.176233694282145,1.18997472810887,0.641453400241338,0.0678651753942909,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"4469","3","5","3","2","1","7","0","4","1","0","1","4","3","0","0","0","3","3",-0.361374369589513,0.34638712585925,0.369747876799932,0.350866902754242,0.426776893267683,-1.08537866778962,0.146653008918188,-0.733609027403725,-1.8072292559899,-0.592018903320986,-0.397361911433702,-0.397361927099459,0.999981105327606
"9359","1","5","1","1","2",NA,"0","4","2","0","4","4","3","0","0","0","0","0",0.141515187732342,-2.81034376124603,-2.80832952825954,-2.82650626985213,-2.33925060694862,-1.08537866778962,0.179253294685634,-0.543829704193406,-0.0353831790338412,-0.550989841431709,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"10784","1","5","3","0","2",NA,"0","4","2","0","3","4","3","0","1","0","0","0",0.754832417337426,-2.81034376124603,-2.80832952825954,-2.82650626985213,-2.33925060694862,-1.08537866778962,0.137375932286875,-0.370760044880659,-2.07451503888836,-0.568085283885753,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"10730","1","5","1","2","0","1","0","2","2","0","4","4","1","0","1","0","2","2",-0.540550609209621,0.343258007816629,0.373833171928766,0.357251747809352,0.426484022551167,0.920383796361422,0.188152763397118,-0.442743828787778,-0.319913205990295,0.365325874089406,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7789","3","3","3","0","4","7","1","4","2","0","4","4","3","1","0","1","2","2",-0.394825540679038,0.344582949690532,0.373530557474778,0.35078404501397,0.425078088181031,0.920489984762984,0.193201682999142,-0.400343559482645,0.408656105458796,-0.446365733614803,2.51673045679871,2.51642064620825,4.75045908387983e-06
"9991","1","5","1","1","2",NA,"0","4","2","0","2","4","1","0","0","0","0","0",1.17972644165743,-2.81034376124603,-2.80832952825954,-2.82650626985213,-2.33925060694862,-1.08537866778962,0.127002767166963,-0.174489944407437,-3.23850151280111,2.18633240426351,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"9097","1","5","1","1","3","5","0","4","1","0","4","4","3","0","1","0","2","2",0.600809015515907,0.362399189356627,0.349139832483368,0.350917623572273,0.42536119368691,-1.08537866778962,0.109835320734946,-0.711549208637357,-0.518222012656881,-0.66723885011728,-0.397361911433702,-0.397361927099459,0.999981105327606
"1047","1","1","0","1","0","1","0","4","2","0","1","4","3","1","1","0","3","1",0.0669173074173053,0.354280396597393,0.350531858971711,0.357586755271271,0.427328355677777,0.922532016471801,0.11160729044287,-0.925107718841276,-1.48821074091749,-0.22959552330136,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7067","2","5","3","0","2","7","1","4","1","0","3","4","4","0","1","0","2","2",0.218313930355207,0.347683877480516,0.359005063683367,0.351097085764986,0.4256460246344,0.921014004004695,0.116876642418629,-0.806957924801625,-1.21230283599006,-0.209080992356722,2.51709043017212,2.51640876645975,4.75045908387983e-06
"3004","3","2","3","2","1","1","1","4","1","0","3","4","3","0","0","0","1","1",-0.29596273542705,0.366599536999424,0.347808328885822,0.366066495486658,0.427123056145958,-1.08537866778962,0.188385575840476,0.988581559136279,-0.238003046714959,-0.317808006362663,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"12597","3","2","3","0","1","4","0","4","1","0","6","4","3","1","0","0","2","2",-0.579448936509964,0.344272856911533,0.373530557474778,0.350678594413161,0.42722171572904,0.920583499389693,0.161477444180655,0.299205734507024,-0.414756548309099,-1.00846388149436,2.51629494632091,2.51640876645975,4.75045908387983e-06
"3207","3","5","3","2","4","7","0","4","2","0","2","4","7","0","0","0","2","1",-0.2301577444264,0.345146754743256,0.372622714112815,0.350987723018774,0.425800157400557,0.921558833399771,0.101341254923404,-0.68786734437359,0.0594601632850054,0.557478647269711,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7989","3","5","3","0","4","8","0","4","2","0","6","4","3","0","0","0","2","2",-0.420592613539859,0.367670766599601,0.347172838532448,0.3563655701107,0.424556922695188,-1.08537866778962,0.100906721437565,-0.607349005876523,-3.29023424497502,-0.443630462822113,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"3995","3","0","3","0","1","1","0","4","1","0","4","4","3","1","0","0","3","2",-0.427904474760697,0.355097913923844,0.349745061391343,0.360176588498089,0.428171509566916,-1.08537866778962,0.238527351126555,1.46173223076375,0.555232179951513,0.38994331122308,-0.397361911433702,-0.397361927099459,0.999981105327606
"13536","3","5","3","2","1","5","1","4","1","0","4","4","3","0","0","0","2","2",-0.61092100350915,0.362934804156715,0.349139832483368,0.351341875493194,0.425696985725668,-1.08537866778962,0.205603443945418,0.251621407791758,0.731985681545695,-0.186515008317834,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"8358","3","1","0","1","4","1","0","1","2","0","3","4","3","1","0","0","2","2",1.41929043582685,0.347035501669883,0.366873039487048,0.355464146830697,0.430127915521662,-1.08537866778962,-6.30581421448417,-0.525403267341538,-0.850173710772758,1.04914357223992,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"217","3","5","3","2","1","7","1","4","1","0","2","4","3","0","1","0","3","1",-0.469005424354435,0.346950930911975,0.366873039487048,0.351397601552085,-2.33925060694862,-1.08537866778962,0.113739784953587,-0.478266625183614,0.671630827342804,-0.599540898000615,-0.397361911433702,-0.397361927099459,0.999981105327606
"9506","3","3","3","0","1","7","1","4","1","0","2","4","3","1","0","0","2","2",0.0772237845646091,0.351376800575862,0.353225127612202,0.35104960869431,0.425190178464882,0.92058791267792,0.15786384603079,-0.55245898624025,0.128437139516831,0.764675409809274,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"8157","3","5","4","2","4","7","1","5","2","0","5","4","1","0","0","0","2","2",-0.0397369552001168,0.348163111775332,0.359005063683367,0.351478419117603,0.431082661730373,0.923660306584162,0.141798722377011,-0.750153891478455,-0.802752039613335,-0.373197239912758,2.51594174523962,2.51640367513897,4.75045908387983e-06
"10821","3","5","2","1","1","7","0","1","1","0","6","1","3","0","0","0","2","2",-0.352663319616516,0.363160326177805,0.349139832483368,0.351437955800895,0.428915104919916,-1.08537866778962,0.157444554322513,-1.02356588054086,-0.863106893816225,-0.618687793548373,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"6216","3","5","4","2","4","6","0","5","2","0","0","1","3","0","0","0","2","2",-0.183309561034539,0.356366475292474,0.349139832483368,0.353140807356226,0.42630953859798,-1.08537866778962,0.14273853702737,-0.846600716761125,-2.16504732019271,-0.97427299658681,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"8780","1","5","1","1","2",NA,"0","4","1","0","6","4","1","0","0","0","0","0",0.562530203235378,-2.81034376124603,-2.80832952825954,-2.82650626985213,-2.33925060694862,-1.08537866778962,-6.30581421448417,-0.163135625924903,0.421589288502264,0.798182477018922,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"1599","3","2","3","0","1","7","0","4","1","0","0","2","1","0","0","0","1","1",0.339844473383389,0.353152786491944,0.351137087879687,0.352373479631952,0.425290230328085,0.92048370808101,0.110035687241103,0.646881454628205,0.525054752850088,1.69808656778443,-0.397361911433702,-0.397361927099459,0.999981105327606
"4237","3","3","3","0","1","8","1","4","1","0","2","1","1","1","0","0","3","3",-0.464223542795204,0.367698956852237,0.347172838532448,0.353484422748576,0.425638468943652,0.920405993035265,0.128161118128546,-1.097466273408,0.632831278212359,-0.968118637303525,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"13010","1","5","3","2","3","7","0","4","1","0","4","4","3","0","0","0","2","2",-0.481414204601548,0.346669028385612,0.369747876799932,0.351144012376843,0.426494151357958,0.920461209340311,0.190175481793266,-0.675604680412246,0.861317511980412,-0.191301732204773,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"3937","1","5","1","1","2",NA,"0","2","2","0","0","4","3","0","0","0","0","0",0.454554191243495,-2.81034376124603,-2.80832952825954,-2.82650626985213,-2.33925060694862,-1.08537866778962,0.151891474908203,-0.577276282352437,0.714741437487696,-0.47440225923907,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"4089","3","5","3","0","1","7","0","4","1","0","4","4","3","0","0","0","2","1",0.607320963167082,0.351574132344316,0.353225127612202,0.352949770401961,0.428126519405507,-1.08537866778962,0.164906000281987,-0.572604791319535,0.723363559516717,-0.677496115589599,-0.397361911433702,-0.397361927099459,0.999981105327606
"2907","1","5","3","0","0","7","0","4","2","0","2","4","3","0","0","0","2","1",-0.179244873710135,0.349065199859692,0.35894454079257,0.351130428590451,0.428838670253796,0.923497523675091,-6.30581421448417,-0.282777701822176,0.56816536299498,-0.627577423624348,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"12441","1","5","3","0","3","10","0","4","1","0","0","4","3","0","0","0","2","2",0.797839431608381,0.342299539226997,0.374438400836741,0.353604021036289,0.426609918658733,0.920612593927182,-6.30581421448417,-0.137572188883812,-0.242314107729448,-0.359520885949845,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"294","3","0","1","0","4","8","0","2","2","0","2","4","3","1","1","0","1","1",0.0259571566917883,0.361750813545993,0.349139832483368,0.355501475689258,0.430812017836993,0.921762142223484,0.159442728337391,-0.321349943753144,-0.238003046714959,-0.174206289750729,-0.397361911433702,-0.397361927099459,0.999981105327606
"8469","3","5","3","2","1","7","0","4","1","0","0","4","1","0","0","0","2","2",-0.614398735552228,0.347204643185701,0.366873039487048,0.351460581050846,0.42649563811333,-1.08537866778962,0.160880464937411,0.152433325618334,0.132748200531364,2.6321815434575,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"13775","2","0","0","0","2","7","1","1","2","0","5","4","3","1","0","0","2","2",-0.454842818206045,0.348445014301695,0.359005063683367,0.351022117376082,0.437160206304928,-1.08537866778962,0.133360739283801,-0.533221526639775,-1.51407710700447,-0.303447834701309,2.51588444122938,2.51640876645975,4.75045908387983e-06
"41","3","5","3","2","1","8","1","4","1","0","2","4","3","0","0","0","2","1",-0.119292715659216,0.353434689018307,0.351137087879687,0.36146476274628,0.425229874366598,0.921318610759161,0.238805917361096,-0.355737308300744,0.598342790096447,-0.261734955114127,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"8508","3","5","1","1","1","7","1","4","1","0","0","4","3","0","0","0","0","0",0.116289310520632,0.349065199859692,0.35894454079257,0.352167520968163,-2.33925060694862,-1.08537866778962,0.124178157373271,-0.694679935463185,0.602653851110936,-0.550989841431709,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7391","3","1","3","0","1","6","0","4","1","0","1","4","3","0","0","0","2","2",-0.5093566199753,0.348247682533241,0.359005063683367,0.353148333864073,0.426471856284414,0.921717762570919,0.097801693162865,-0.306556888815775,0.826829023864499,-0.364991427534689,2.51664137511007,2.51641979765478,4.75045908387983e-06
"6672","2","5","4","2","2","7","0","5","1","0","4","4","3","0","0","0","2","2",1.52717756853287,0.347317404196246,0.366873039487048,0.351091511699236,-2.33925060694862,-1.08537866778962,0.149167042193223,0.0755645894906462,-1.22092495801904,0.218988886685319,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"7284","3","5","4","1","1","5","1","4","1","0","5","4","3","0","0","1","2","2",0.695232256457056,0.352842693712946,0.351137087879687,0.350796840473057,-2.33925060694862,-1.08537866778962,0.22341756409772,-0.479174970662239,0.27932427502408,0.682617286031256,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"11014","1","5","3","0","3","5","1","4","1","0","0","4","6","0","0","0","2","2",-0.27377987375259,0.369221230494593,0.346295256615883,0.351017411016079,0.425948216525738,-1.08537866778962,0.144425427261177,-0.366702335863947,0.615587034154403,-0.265154043604722,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"10987","1","5","3","1","3","7","0","4","1","0","2","4","3","0","0","0","2","2",-0.593645862382404,0.345033993732711,0.372622714112815,0.351030842914342,0.427613144291978,-1.08537866778962,0.123991766179229,-0.758458764425671,0.26208003096608,0.226510881364948,-0.397361911433702,-0.397361927099459,0.999981105327606
"2504","1","5","3","0","3","6","0","4","1","0","1","4","3","0","0","1","1","1",-0.613619941812886,0.350897566281046,0.354889507109135,0.351421145780219,0.427366217447536,-1.08537866778962,0.14410891827584,-0.24592482811844,0.339679129226928,-0.35268270896812,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"6742","1","0","0","0","3","5","1","1","1","0","3","4","6","1","0","0","2","2",0.00373381534269406,0.368882947462959,0.346295256615883,0.350770435037581,0.429502173712052,-1.08537866778962,0.159784028490504,-0.920501109628263,0.236213664879146,0.281900114915043,2.51567397922815,2.51640197803204,0.999981105327606
"12118","3","5","3","1","1","7","0","2","1","0","1","4","1","0","0","0","2","2",-0.11217181290339,0.361976335567083,0.349139832483368,0.35317569836288,0.426817921789714,0.920716712050488,0.190522530561187,0.0200257516554877,-0.690664453236575,-0.348579802779085,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"9375","3","5","3","2","4","5","0","4","2","0","3","4","3","0","0","0","2","2",0.305392750337473,0.367388864073239,0.347172838532448,0.351088707054209,0.427206570775813,-1.08537866778962,0.138831332519497,0.154817732499516,-0.927772809033605,0.202577261929715,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"8944","1","0","3","0","0","2","1","4","2","0","6","4","3","0","0","0","2","2",-0.566750638590261,0.369785035547318,0.346295256615883,0.350704944872188,0.428059428288239,0.922103290753639,0.143575048866499,-0.641476843144384,0.45176671560373,0.0623946338089112,-0.397361911433702,-0.397361927099459,0.999981105327606
"11473","3","2","3","0","1","7","0","4","1","0","3","4","3","1","0","0","2","2",-0.505832248307003,0.346753599143521,0.366873039487048,0.35101603124245,0.426628733884622,0.920739492476533,0.126614138540499,0.257162315211278,0.852695389951434,-0.590651267924641,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"8566","3","5","3","2","1","7","0","4","1","0","5","4","3","0","0","1","2","2",-0.362294842189636,0.36834733266287,0.347172838532448,0.351185602767903,0.428369824148766,-1.08537866778962,0.137858526895455,-0.790737469826523,0.809584779806542,-0.774598228726876,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"10034","1","5","2","1","3","2","0","2","1","0","0","4","3","0","1","0","2","2",0.347008495792419,0.364118794767436,0.349139832483368,0.350427164376398,-2.33925060694862,0.920838423260358,0.203247724556046,0.00510293307815691,-2.04864867280142,-0.283617121455111,-0.397361911433702,-0.397361927099459,0.999981105327606
"6129","3","3","3","0","4","5","1","4","2","0","4","4","3","1","0","0","2","2",-0.302866279929963,0.364344316788526,0.349139832483368,0.352770563094165,0.427932297967625,0.921512214872509,0.151499752956794,-0.33127686219813,0.611275973139914,-0.864178347184523,-0.397361911433702,-0.397361927099459,0.999981105327606
"10274","3","1","0","0","4",NA,"1","1","2","0","0","4","3","1","0","0","2","2",0.55399339186209,0.348642346070148,0.35894454079257,-2.82650626985213,0.431700644636625,-1.08537866778962,0.173210570855603,-0.665093825588263,0.486255203719643,-0.301396381607059,2.51600217492315,2.51640197803204,4.75045908387983e-06
"4612","1","3","3","0","3","9","0","4","1","0","2","4","3","1","0","0","1","1",0.250043835281501,0.348726916828057,0.35894454079257,0.357744138657948,0.426593353721762,0.920962977325324,0.137049494924487,-0.820583106980814,-1.98398275758404,0.473369070397443,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"12301","1","5","1","1","2","7","1","2","2","0","5","4","3","0","0","0","0","0",-0.440587812800662,0.34258144175336,0.374438400836741,0.35101603124245,-2.33925060694862,-1.08537866778962,0.185863497776807,-0.127547947709179,0.443144593574752,-0.440895192029423,2.51564168060419,2.51641102926899,4.75045908387983e-06
"2117","3","3","3","2","1","2","1","4","1","0","4","4","3","1","0","0","1","1",-0.577498872186537,0.368150000894417,0.347172838532448,0.350427164376398,0.428921759477902,0.921363142587265,0.148416656147813,0.803668372418712,0.14999244458932,-0.204294268469782,2.51759626829885,2.51642234331518,4.75045908387983e-06
"6134","3","2","3","2","1","6","0","4","1","0","3","4","3","0","0","0","2","2",-0.568766702383662,0.345597798785436,0.369747876799932,0.352567742573345,0.4271654447013,0.921219763106957,0.159955737611496,-0.711549208637357,0.404345044444307,-0.0128253129873825,-0.397361911433702,-0.397361927099459,0.999981105327606
"755","1","2","4","2","0","2","1","5","2","0","5","2","3","1","0","0","1","1",-0.433460750094252,0.370151508831589,0.346295256615883,0.350427164376398,0.430212217606255,0.923112778558299,0.13593890370147,3.05643004119848,0.598342790096447,0.684668739125506,2.51589746486807,2.5164028265855,0.999981105327606
"6553","3","3","3","0","1","2","1","4","1","0","1","4","3","1","0","0","2","2",-0.420230056454591,0.369249420747229,0.346295256615883,0.350427164376398,0.431072595981165,0.92095709941288,0.209769502482797,-0.933801882708009,0.58109854603849,-0.0128253129873825,2.51581776019929,2.51640537224589,4.75045908387983e-06
"5428","1","5","1","1","2",NA,"0","4","1","0","5","4","3","0","0","0","0","0",-0.626543517921651,-2.81034376124603,-2.80832952825954,-2.82650626985213,-2.33925060694862,-1.08537866778962,0.14349366824377,-0.459256251952563,0.594031729081958,-0.979743538172189,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
